0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000018,tornaAdulto2,10,10,10,100,100,100,10
0.000044,sincronizaMundo2,10,10,10,100,100,100,10
0.000018,moveCoelho,10,10,10,100,100,100,10
0.000018,tornaAdulto1,10,10,10,100,100,100,10
0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000018,tornaAdulto2,10,10,10,100,100,100,10
0.000044,sincronizaMundo2,10,10,10,100,100,100,10
0.000018,moveCoelho,10,10,10,100,100,100,10
0.000018,tornaAdulto1,10,10,10,100,100,100,10
0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000018,tornaAdulto2,10,10,10,100,100,100,10
0.000044,sincronizaMundo2,10,10,10,100,100,100,10
0.000018,moveCoelho,10,10,10,100,100,100,10
0.000018,tornaAdulto1,10,10,10,100,100,100,10
0.000043,sicronizaMundo1,10,10,10,100,100,100,10
0.000019,moveRaposa,10,10,10,100,100,100,10
0.000018,tornaAdulto2,10,10,10,100,100,100,10
0.000043,sincronizaMundo2,10,10,10,100,100,100,10
0.000019,moveCoelho,10,10,10,100,100,100,10
0.000018,tornaAdulto1,10,10,10,100,100,100,10
0.000043,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000019,tornaAdulto2,10,10,10,100,100,100,10
0.000044,sincronizaMundo2,10,10,10,100,100,100,10
0.000018,moveCoelho,10,10,10,100,100,100,10
0.000018,tornaAdulto1,10,10,10,100,100,100,10
0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000018,tornaAdulto2,10,10,10,100,100,100,10
0.000044,sincronizaMundo2,10,10,10,100,100,100,10
0.000018,moveCoelho,10,10,10,100,100,100,10
0.000018,tornaAdulto1,10,10,10,100,100,100,10
0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000018,tornaAdulto2,10,10,10,100,100,100,10
0.000044,sincronizaMundo2,10,10,10,100,100,100,10
0.000018,moveCoelho,10,10,10,100,100,100,10
0.000018,tornaAdulto1,10,10,10,100,100,100,10
0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000018,tornaAdulto2,10,10,10,100,100,100,10
0.000044,sincronizaMundo2,10,10,10,100,100,100,10
0.000018,moveCoelho,10,10,10,100,100,100,10
0.000019,tornaAdulto1,10,10,10,100,100,100,10
0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000019,tornaAdulto2,10,10,10,100,100,100,10
0.000043,sincronizaMundo2,10,10,10,100,100,100,10
0.000018,moveCoelho,10,10,10,100,100,100,10
0.000019,tornaAdulto1,10,10,10,100,100,100,10
0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000019,tornaAdulto2,10,10,10,100,100,100,10
0.000044,sincronizaMundo2,10,10,10,100,100,100,10
0.000018,moveCoelho,10,10,10,100,100,100,10
0.000019,tornaAdulto1,10,10,10,100,100,100,10
0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000018,tornaAdulto2,10,10,10,100,100,100,10
0.000044,sincronizaMundo2,10,10,10,100,100,100,10
0.000018,moveCoelho,10,10,10,100,100,100,10
0.000019,tornaAdulto1,10,10,10,100,100,100,10
0.000047,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000019,tornaAdulto2,10,10,10,100,100,100,10
0.000043,sincronizaMundo2,10,10,10,100,100,100,10
0.000024,moveCoelho,10,10,10,100,100,100,10
0.000046,tornaAdulto1,10,10,10,100,100,100,10
0.000049,sicronizaMundo1,10,10,10,100,100,100,10
0.000020,moveRaposa,10,10,10,100,100,100,10
0.000019,tornaAdulto2,10,10,10,100,100,100,10
0.000076,sincronizaMundo2,10,10,10,100,100,100,10
0.000036,moveCoelho,10,10,10,100,100,100,10
0.000018,tornaAdulto1,10,10,10,100,100,100,10
0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000018,moveRaposa,10,10,10,100,100,100,10
0.000019,tornaAdulto2,10,10,10,100,100,100,10
0.000043,sincronizaMundo2,10,10,10,100,100,100,10
0.000019,moveCoelho,10,10,10,100,100,100,10
0.000019,tornaAdulto1,10,10,10,100,100,100,10
0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000019,moveRaposa,10,10,10,100,100,100,10
0.000018,tornaAdulto2,10,10,10,100,100,100,10
0.000045,sincronizaMundo2,10,10,10,100,100,100,10
0.000019,moveCoelho,10,10,10,100,100,100,10
0.000019,tornaAdulto1,10,10,10,100,100,100,10
0.000044,sicronizaMundo1,10,10,10,100,100,100,10
0.000019,moveRaposa,10,10,10,100,100,100,10
0.000020,tornaAdulto2,10,10,10,100,100,100,10
0.000045,sincronizaMundo2,10,10,10,100,100,100,10
0.016596,iteracao,10,10,10,100,100,100,10
